run_id,name,method,model,num_stages,channels,share_weights,use_bn,use_residual,rho_init,mask,sampling_ratio,loss,epochs,lr,optimizer,weight_decay,seed,split,metric,value,std
comparison_a60e640606,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,psnr_real,33.39470595994255,2.0012868371875774
comparison_a60e640606,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,psnr_imag,41.02726333011643,1.993905697118416
comparison_a60e640606,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,ssim_real,0.7870157321127887,0.0389991792386314
comparison_a60e640606,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,ssim_imag,0.8657021606068233,0.0491174060866218
comparison_a60e640606,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,nmse,0.0559955155827635,0.0163208488571595
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,val,psnr_real,22.606654129346875,2.0204771785436804
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,val,psnr_imag,36.72205347208489,1.83253523329908
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,val,ssim_real,0.3895023271037044,0.064060808801461
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,val,ssim_imag,0.5892292551680746,0.0791747953610601
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,val,nmse,0.5756848371103561,0.0475450580621168
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,psnr_real,22.55653726904961,1.8613309975090244
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,psnr_imag,36.77036140952649,1.8009692716701249
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,ssim_real,0.3942782738904574,0.0637532469370894
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,ssim_imag,0.5920180054264588,0.0770692672697397
comparison_383ceed434,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,nmse,0.5764402253358434,0.0450445747217992
comparison_383ceed434,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,psnr_real,22.53609950971404,1.8550891853327487
comparison_383ceed434,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,psnr_imag,36.623090560466174,1.838483113218013
comparison_383ceed434,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,ssim_real,0.3951321247045465,0.0640086372480354
comparison_383ceed434,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,ssim_imag,0.58755680295214,0.0787395437865174
comparison_383ceed434,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,2,test,nmse,0.5800106986172529,0.0466101039300713
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,val,psnr_real,39.046247502209496,1.945228969201088
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,val,psnr_imag,54.38337457453782,1.9111518246274888
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,val,ssim_real,0.953327629536328,0.0164296002080954
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,val,ssim_imag,0.979904760149675,0.0109918961531895
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,val,nmse,0.0144495605014746,0.0080436038310138
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,psnr_real,39.22593546911264,1.8238236391026488
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,psnr_imag,54.52088295365976,1.801397942726104
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,ssim_real,0.9557201903484857,0.0142592007186739
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,ssim_imag,0.9808770845874084,0.0089368280581568
comparison_790999b44d,comparison,admmnet_softthresh,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,nmse,0.0135585000167628,0.0069380884015222
comparison_790999b44d,comparison,zero_filled,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,psnr_real,21.50856849638488,1.8298294844806688
comparison_790999b44d,comparison,zero_filled,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,psnr_imag,30.390463649478416,2.0871202317882243
comparison_790999b44d,comparison,zero_filled,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,ssim_real,0.2971664050819984,0.0790501094279452
comparison_790999b44d,comparison,zero_filled,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,ssim_imag,0.3492766627457351,0.0729403628103472
comparison_790999b44d,comparison,zero_filled,admmnet_softthresh,8,64,False,True,True,0.1,gaussian1d,0.2,mse_l1,40,0.0005,adam,0.0,0,test,nmse,0.7976990125169315,0.0262881442675602
